experiment,seed,dataset,metric,value,checkpoint,source_file
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,CVC-ClinicDB,MAE,0.00025873298208434827,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,CVC-ColonDB,mDice,0.7943508477895227,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,CVC-ColonDB,mDice,0.008867278207265246,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,CVC-ColonDB,mIoU,0.7141777512629554,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,CVC-ColonDB,mIoU,0.008620095219683644,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,CVC-ColonDB,S_alpha,0.8612359881976511,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,CVC-ColonDB,S_alpha,0.005970650306722299,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,CVC-ColonDB,F_beta_w,0.7715161651292933,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,CVC-ColonDB,F_beta_w,0.006550082578688906,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,CVC-ColonDB,maxE_phi,0.9050430894627862,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,CVC-ColonDB,maxE_phi,0.0037529794340240784,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,CVC-ColonDB,mE_phi,0.898314303223731,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,CVC-ColonDB,mE_phi,0.004010572727070557,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,CVC-ColonDB,MAE,0.03486104721985164,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,CVC-ColonDB,MAE,0.001042133254253466,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,ETIS-LaribPolypDB,mDice,0.7869803391509068,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,ETIS-LaribPolypDB,mDice,0.011341119411546698,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,ETIS-LaribPolypDB,mIoU,0.7071183601062877,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,ETIS-LaribPolypDB,mIoU,0.01203518956689013,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,ETIS-LaribPolypDB,S_alpha,0.87796646820905,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,ETIS-LaribPolypDB,S_alpha,0.0036727598414036207,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,ETIS-LaribPolypDB,F_beta_w,0.7531651960490141,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,ETIS-LaribPolypDB,F_beta_w,0.0074373533392624765,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,ETIS-LaribPolypDB,maxE_phi,0.9156906861954021,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,ETIS-LaribPolypDB,maxE_phi,0.002840034299264145,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,ETIS-LaribPolypDB,mE_phi,0.902404209487431,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,ETIS-LaribPolypDB,mE_phi,0.0023803129781724596,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,ETIS-LaribPolypDB,MAE,0.014617192625466046,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,ETIS-LaribPolypDB,MAE,0.0007901778875989225,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,Kvasir-SEG,mDice,0.9312840165694555,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,Kvasir-SEG,mDice,0.0044228475206394245,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,Kvasir-SEG,mIoU,0.8825943290193875,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,Kvasir-SEG,mIoU,0.006178943884898739,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,Kvasir-SEG,S_alpha,0.9330680669644643,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,Kvasir-SEG,S_alpha,0.0025685034657635794,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,Kvasir-SEG,F_beta_w,0.9113158318956013,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,Kvasir-SEG,F_beta_w,0.005337275015844386,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,Kvasir-SEG,maxE_phi,0.9664853837285169,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,Kvasir-SEG,maxE_phi,0.002647600833831649,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,Kvasir-SEG,mE_phi,0.9601680096652111,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,Kvasir-SEG,mE_phi,0.002692971626808567,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,mean,Kvasir-SEG,MAE,0.023959924820299447,--,aggregate: seeds 42|6543|7777; ddof=1
one_seed_45_fafem_residual_frequency_guided_mscb_stage3_stronger_init_warmup_cosine,std,Kvasir-SEG,MAE,0.0007220887970308123,--,aggregate: seeds 42|6543|7777; ddof=1
