"experiment","experiment_id","seed","dataset","metric","value","status","protocol_group","checkpoint","source_file","component","enabled"
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","42","ETIS-LaribPolypDB","mE_phi","0.8956434845412167","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","42","ETIS-LaribPolypDB","MAE","0.012893953829936912","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","42","Kvasir-SEG","mDice","0.9305558496713638","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","42","Kvasir-SEG","mIoU","0.8814237651228904","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","42","Kvasir-SEG","S_alpha","0.9323242003835235","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","42","Kvasir-SEG","F_beta_w","0.9110171489970698","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","42","Kvasir-SEG","maxE_phi","0.9658990034778978","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","42","Kvasir-SEG","mE_phi","0.9596365465969143","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","42","Kvasir-SEG","MAE","0.024795366402538717","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_42\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-300","mDice","0.8846963872512181","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-300","mIoU","0.808797966192166","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-300","S_alpha","0.9270332926960759","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-300","F_beta_w","0.8582660104483593","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-300","maxE_phi","0.9709122422410604","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-300","mE_phi","0.9633443704741756","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-300","MAE","0.007038446431646006","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-ClinicDB","mDice","0.9430756097839724","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-ClinicDB","mIoU","0.8960088587576344","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-ClinicDB","S_alpha","0.951500944461872","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-ClinicDB","F_beta_w","0.9326425713154397","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-ClinicDB","maxE_phi","0.987446594573396","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-ClinicDB","mE_phi","0.981334829242614","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-ClinicDB","MAE","0.009701147033363281","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-ColonDB","mDice","0.7804323737011475","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-ColonDB","mIoU","0.7012887112596163","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-ColonDB","S_alpha","0.8538222713627206","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-ColonDB","F_beta_w","0.7625607000816582","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-ColonDB","maxE_phi","0.8951265432400008","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-ColonDB","mE_phi","0.888879223266488","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","CVC-ColonDB","MAE","0.0368346269582246","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","ETIS-LaribPolypDB","mDice","0.7858665547659377","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","ETIS-LaribPolypDB","mIoU","0.7055716038722187","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","ETIS-LaribPolypDB","S_alpha","0.8756081518747232","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","ETIS-LaribPolypDB","F_beta_w","0.7475816588867062","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","ETIS-LaribPolypDB","maxE_phi","0.912306167735217","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","ETIS-LaribPolypDB","mE_phi","0.8928415249879859","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","ETIS-LaribPolypDB","MAE","0.01476884854920212","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","Kvasir-SEG","mDice","0.9281509828567505","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","Kvasir-SEG","mIoU","0.8780404987931252","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","Kvasir-SEG","S_alpha","0.931673064160886","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","Kvasir-SEG","F_beta_w","0.9065266599820654","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","Kvasir-SEG","maxE_phi","0.966504982708563","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","Kvasir-SEG","mE_phi","0.9590239609018214","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","6543","Kvasir-SEG","MAE","0.02456186743000423","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_6543\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-300","mDice","0.8866794342796008","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-300","mIoU","0.8166475889583429","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-300","S_alpha","0.9319968117609174","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-300","F_beta_w","0.8639331210559463","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-300","maxE_phi","0.971705794819299","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-300","mE_phi","0.9563324326415639","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-300","MAE","0.007278129600971238","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-ClinicDB","mDice","0.9448596469817623","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-ClinicDB","mIoU","0.8969265962800672","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-ClinicDB","S_alpha","0.9530489318620605","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-ClinicDB","F_beta_w","0.9355255414915864","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-ClinicDB","maxE_phi","0.9882592173118592","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-ClinicDB","mE_phi","0.983388242162303","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-ClinicDB","MAE","0.009835550783898573","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-ColonDB","mDice","0.794893997519875","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
"one_seed_37_fafem_mscb_lite_stage3_warmup_cosine","Exp37","7777","CVC-ColonDB","mIoU","0.7164855663732871","VALID FOR FINAL ABLATION","P-WC200-LW","C:\Users\jafari.h\Desktop\ai_project\ConvNeXt_Unet\one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\best_checkpoint.pth","one_seed_results\ablation\37_fafem_mscb_lite_stage3_warmup_cosine\seed_7777\evaluation_summary.json","",""
